ppg,art
34.394485,108.69772
34.78946,110.67264
34.394485,111.660065
34.78946,113.63498
34.394485,112.64755
34.394485,111.660065
33.999496,111.660065
33.604523,111.660065
33.209534,110.67264
33.209534,111.660065
32.814545,112.64755
33.209534,110.67264
33.604523,109.68515
33.604523,108.69772
34.78946,106.72281
36.3694,104.747894
37.159363,103.76041
39.92424,101.78549
42.689117,101.78549
45.848984,100.798065
49.00885,100.798065
52.56369,99.81058
56.51352,99.81058
